state,date,u_rate
Terengganu,2015,4.0
Terengganu,2016,4.2
Terengganu,2017,4.5
Terengganu,2018,4.8
Terengganu,2019,3.5
Terengganu,2020,4.1
Terengganu,2021,4.0
Terengganu,2022,3.6
W.P. Kuala Lumpur,1982,1.9
W.P. Kuala Lumpur,1983,2.0
W.P. Kuala Lumpur,1984,3.8
W.P. Kuala Lumpur,1985,3.5
W.P. Kuala Lumpur,1986,5.5
W.P. Kuala Lumpur,1987,5.7
W.P. Kuala Lumpur,1988,5.9
W.P. Kuala Lumpur,1989,3.7
W.P. Kuala Lumpur,1990,2.6
W.P. Kuala Lumpur,1992,2.4
W.P. Kuala Lumpur,1993,3.0
W.P. Kuala Lumpur,1995,1.7
W.P. Kuala Lumpur,1996,1.8
W.P. Kuala Lumpur,1997,1.4
W.P. Kuala Lumpur,1998,2.5
W.P. Kuala Lumpur,1999,2.9
W.P. Kuala Lumpur,2000,2.6
W.P. Kuala Lumpur,2001,2.7
W.P. Kuala Lumpur,2002,2.8
W.P. Kuala Lumpur,2003,3.4
W.P. Kuala Lumpur,2004,2.9
W.P. Kuala Lumpur,2005,2.3
W.P. Kuala Lumpur,2006,2.8
W.P. Kuala Lumpur,2007,2.9
W.P. Kuala Lumpur,2008,2.7
W.P. Kuala Lumpur,2009,2.9
W.P. Kuala Lumpur,2010,3.1
W.P. Kuala Lumpur,2011,3.0
W.P. Kuala Lumpur,2012,2.7
W.P. Kuala Lumpur,2013,3.3
W.P. Kuala Lumpur,2014,2.9
W.P. Kuala Lumpur,2015,3.3
W.P. Kuala Lumpur,2016,3.3
W.P. Kuala Lumpur,2017,3.1
W.P. Kuala Lumpur,2018,2.4
W.P. Kuala Lumpur,2019,2.6
W.P. Kuala Lumpur,2020,4.0
W.P. Kuala Lumpur,2021,4.2
W.P. Kuala Lumpur,2022,3.1
W.P. Labuan,1992,3.3
W.P. Labuan,1993,5.9
W.P. Labuan,1995,4.7
W.P. Labuan,1996,5.1
W.P. Labuan,1997,3.3
W.P. Labuan,1998,2.5
W.P. Labuan,1999,4.0
W.P. Labuan,2000,4.7
W.P. Labuan,2001,5.4
W.P. Labuan,2002,3.2
W.P. Labuan,2003,4.5
W.P. Labuan,2004,5.0
W.P. Labuan,2005,5.1
W.P. Labuan,2006,9.4
W.P. Labuan,2007,4.5
W.P. Labuan,2008,5.6
W.P. Labuan,2009,5.6
W.P. Labuan,2010,6.0
W.P. Labuan,2011,4.2
W.P. Labuan,2012,4.6
W.P. Labuan,2013,4.1
W.P. Labuan,2014,5.1
W.P. Labuan,2015,5.0
W.P. Labuan,2016,7.8
W.P. Labuan,2017,8.5
W.P. Labuan,2018,7.1
W.P. Labuan,2019,6.9
W.P. Labuan,2020,7.2
W.P. Labuan,2021,7.4
W.P. Labuan,2022,7.2
W.P. Putrajaya,2011,1.1
W.P. Putrajaya,2012,1.5
W.P. Putrajaya,2013,1.2
W.P. Putrajaya,2014,1.2
W.P. Putrajaya,2015,1.0
W.P. Putrajaya,2016,1.7
W.P. Putrajaya,2017,1.5
W.P. Putrajaya,2018,1.3
W.P. Putrajaya,2019,1.2
W.P. Putrajaya,2020,1.5
W.P. Putrajaya,2021,1.6
W.P. Putrajaya,2022,1.0
